athlete_id,edition_year,total_medals,participation_number
102886,2004,2,1
102887,2004,2,1
102888,2004,2,1
102888,2008,1,2
102888,2012,2,3
102889,2004,2,1
102890,2004,2,1
102891,2004,1,1
102891,2008,2,2
102892,2004,1,1
102893,2004,2,1
102894,2004,1,1
102895,2004,2,1
102895,2008,2,2
102896,2004,2,1
102897,2004,2,1
102897,2008,2,2
102897,2012,2,3
102898,2004,2,1
102898,2012,2,2
102899,2004,2,1
102899,2008,2,2
102899,2012,2,3
102899,2016,1,4
102900,2004,2,1
102900,2008,2,2
102901,2004,2,1
102902,2004,1,1
102903,2004,1,1
102904,2004,1,1
102905,2004,1,1
102906,2004,1,1
102907,2004,1,1
102908,2004,1,1
102909,2004,1,1
102910,2004,1,1
102911,2004,1,1
102912,2004,1,1
102913,2004,1,1
102914,2004,1,1
102915,2004,1,1
102916,2004,1,1
102917,2004,1,1
102918,2004,1,1
102919,2004,1,1
102920,2004,1,1
102921,2004,1,1
102922,2004,1,1
102923,2004,1,1
102924,2004,1,1
102925,2004,1,1
102926,2004,1,1
102927,2004,1,1
102928,2004,1,1
102929,2004,1,1
102930,2004,1,1
102931,2004,1,1
102932,2004,1,1
102933,2004,1,1
102934,2004,1,1
102935,2004,1,1
102936,2004,1,1
102937,2004,1,1
102938,2004,1,1
102939,2004,1,1
102940,2004,1,1
102941,2004,1,1
102942,2004,1,1
102943,2004,1,1
102944,2004,1,1
102945,2004,1,1
102946,2004,1,1
102947,2004,1,1
102948,2004,1,1
102949,2004,1,1
102950,2004,1,1
102951,2004,1,1
102952,2004,1,1
102953,2004,1,1
102954,2004,1,1
102955,2004,1,1
102956,2004,1,1
102957,2004,1,1
102958,2004,1,1
102959,2004,1,1
102960,2004,1,1
102961,2004,1,1
102962,2004,1,1
102963,2004,1,1
102964,2004,1,1
102965,2004,1,1
102966,2004,1,1
102967,2000,1,1
102967,2004,1,2
102968,2004,1,1
102969,2004,1,1
102970,2004,1,1
102971,2004,1,1
102972,2004,1,1
102973,2004,1,1
102974,2004,1,1
102975,2004,1,1
102976,2004,1,1
102976,2012,1,2
102977,2004,1,1
102978,2004,1,1
102979,2004,1,1
102980,2004,1,1
102981,2004,1,1
102982,2004,1,1
102983,2004,1,1
102984,2004,1,1
102985,2004,1,1
102986,2004,1,1
102987,2004,1,1
102988,2004,1,1
102989,2004,1,1
102990,2004,1,1
102991,2004,1,1
102992,2004,1,1
102993,2004,1,1
102994,2004,1,1
102995,2004,1,1
102996,2004,1,1
102997,2004,1,1
102998,2004,1,1
102999,2004,1,1
103000,2004,1,1
103001,2004,1,1
103002,2004,1,1
103003,2004,1,1
103004,2004,1,1
103005,2004,1,1
103006,2004,1,1
103007,2000,1,1
103007,2004,1,2
103007,2008,1,3
103008,2004,1,1
103008,2008,1,2
103009,2004,1,1
103010,2004,1,1
103010,2008,1,2
103011,2004,1,1
103012,2004,1,1
103013,2004,1,1
103014,2004,1,1
103015,2004,1,1
103016,2004,1,1
103017,2004,1,1
103018,2004,1,1
103019,2004,1,1
103020,2004,1,1
103021,2004,1,1
103022,2004,1,1
103023,2004,1,1
103024,2004,1,1
103025,2004,1,1
103026,2004,1,1
103027,2004,1,1
103028,2004,1,1
103029,2004,1,1
103030,2004,1,1
103031,2004,1,1
103032,2004,1,1
103033,2004,1,1
103033,2008,1,2
103033,2012,1,3
103034,2004,1,1
103034,2008,1,2
103034,2012,1,3
103034,2016,1,4
103035,2004,1,1
103036,2004,1,1
103037,2004,1,1
103038,2004,1,1
103039,2004,1,1
103040,2004,1,1
103041,2004,1,1
103042,2004,1,1
103043,2004,1,1
103044,2004,1,1
103045,2004,1,1
103046,2004,1,1
103047,2004,1,1
103048,2004,1,1
103050,2004,1,1
103051,2004,1,1
103053,2004,1,1
103054,2004,1,1
103055,2004,1,1
103056,2004,1,1
103057,2004,1,1
103058,2004,1,1
103058,2008,1,2
103059,2004,1,1
103060,2004,1,1
103060,2008,1,2
103061,2004,1,1
103061,2008,1,2
103062,2004,1,1
103063,2004,1,1
103063,2008,1,2
103063,2012,1,3
103064,2004,1,1
103064,2008,1,2
103065,2004,1,1
103066,2004,1,1
103067,2004,1,1
103067,2008,1,2
103067,2012,1,3
103068,2004,1,1
103068,2008,1,2
103069,2004,1,1
103070,2004,1,1
103071,2004,1,1
103072,2004,1,1
103072,2008,1,2
103072,2012,1,3
103072,2016,1,4
103073,2004,1,1
103074,2004,1,1
103074,2008,1,2
103074,2016,1,3
103074,2020,1,4
103075,2004,1,1
103075,2008,1,2
103076,2004,1,1
103077,2004,1,1
103077,2008,1,2
103078,2004,1,1
103078,2008,1,2
103079,2004,1,1
103080,2004,1,1
103081,2004,1,1
103081,2008,1,2
103081,2016,1,3
103082,2004,1,1
103082,2008,1,2
103082,2012,1,3
103083,2004,1,1
103083,2008,1,2
103084,2004,1,1
103084,2008,1,2
103085,2004,1,1
103085,2008,1,2
103086,2004,1,1
103086,2008,1,2
103086,2012,1,3
103087,2004,1,1
103088,2004,1,1
103089,2004,1,1
103090,2004,1,1
103090,2008,1,2
103090,2012,1,3
103091,2004,1,1
103092,2004,1,1
103092,2008,1,2
103092,2012,1,3
103092,2016,1,4
103092,2020,1,5
103093,2004,1,1
103095,2004,1,1
103095,2008,1,2
103095,2012,1,3
103095,2016,1,4
103096,2004,1,1
103096,2008,1,2
103097,2004,1,1
103097,2008,1,2
103097,2012,1,3
103097,2016,1,4
103097,2020,1,5
103098,2004,1,1
103098,2012,1,2
103099,2004,1,1
103099,2008,1,2
103100,2004,1,1
103102,2004,1,1
103103,2004,1,1
103103,2008,1,2
103104,2004,1,1
103106,2004,1,1
103106,2008,1,2
103106,2016,1,3
103107,2004,1,1
103107,2008,1,2
103107,2012,1,3
103108,2004,1,1
103108,2008,1,2
103108,2012,1,3
103109,2004,1,1
103111,2004,1,1
103112,2004,1,1
103113,2004,1,1
103114,2004,1,1
103115,2004,1,1
103115,2020,1,2
103116,2004,1,1
103117,2004,1,1
103118,2004,1,1
103119,2004,1,1
103120,2004,1,1
103121,2004,1,1
103122,2004,1,1
103123,2004,1,1
103124,2004,1,1
103125,2004,1,1
103126,2004,1,1
103127,2004,1,1
103128,2004,1,1
103129,2004,1,1
103129,2016,1,2
103130,2004,1,1
103131,2004,1,1
103131,2012,1,2
103132,2004,1,1
103133,2004,1,1
103134,2004,1,1
103135,2004,1,1
103136,2004,1,1
103137,2004,1,1
103138,2004,1,1
103139,2004,1,1
103140,2004,1,1
103141,2004,1,1
103142,2004,1,1
103143,2004,1,1
103144,2004,1,1
103144,2008,1,2
103145,2004,1,1
103145,2008,1,2
103145,2012,1,3
103146,2004,1,1
103147,2004,1,1
103147,2008,1,2
103148,2004,1,1
103148,2008,1,2
103148,2012,1,3
103149,2004,1,1
103150,2004,1,1
103150,2008,1,2
103150,2012,1,3
103151,2004,1,1
103151,2008,1,2
103152,2004,2,1
103153,2004,1,1
103154,2004,1,1
103155,2004,4,1
103155,2008,2,2
103155,2012,3,3
103156,2004,3,1
103156,2008,2,2
103156,2012,2,3
103157,2004,2,1
103158,2004,4,1
103158,2008,2,2
103159,2004,4,1
103159,2008,1,2
103159,2012,2,3
103160,2004,2,1
103160,2008,3,2
103160,2012,3,3
103160,2016,1,4
103161,2004,1,1
103161,2008,2,2
103162,2004,4,1
103162,2008,3,2
103162,2012,5,3
103162,2016,2,4
103162,2020,1,5
103163,2004,1,1
103163,2008,1,2
103163,2012,1,3
103163,2016,1,4
103164,2004,2,1
103165,2004,2,1
103166,2004,2,1
103167,2004,2,1
103167,2008,2,2
103168,2004,2,1
103168,2008,3,2
103169,2004,1,1
103170,2004,2,1
103171,2004,1,1
103171,2008,1,2
103172,2004,1,1
103173,2004,1,1
103173,2008,1,2
103174,2004,1,1
103175,2004,1,1
103176,2004,3,1
103176,2008,2,2
103177,2004,2,1
103178,2004,2,1
103179,2004,2,1
103179,2008,2,2
103180,2004,2,1
103180,2008,3,2
103181,2004,3,1
103181,2008,2,2
103181,2012,2,3
103182,2004,2,1
103183,2004,2,1
103183,2008,1,2
103184,2004,2,1
103185,2004,2,1
103186,2004,1,1
103187,2004,1,1
103187,2008,3,2
103187,2012,3,3
103187,2016,4,4
103188,2004,2,1
103188,2008,2,2
103189,2004,3,1
103189,2008,3,2
103189,2012,3,3
103189,2016,1,4
103190,2004,2,1
103191,2004,2,1
103191,2008,2,2
103192,2004,1,1
103192,2008,2,2
103193,2004,2,1
103194,2004,1,1
103194,2008,1,2
103195,2004,1,1
103196,2004,1,1
103197,2004,1,1
103198,2004,1,1
103199,2004,1,1
103200,2004,1,1
103201,2004,1,1
103202,2004,1,1
103203,2004,1,1
103204,2004,1,1
103205,2004,3,1
103206,2004,1,1
103207,2004,1,1
103208,2004,2,1
103209,2004,1,1
103209,2008,1,2
103210,2004,1,1
103212,2004,1,1
103213,2004,1,1
103214,2004,2,1
103214,2008,2,2
103215,2004,2,1
103215,2008,2,2
103216,2004,2,1
103216,2008,2,2
103216,2012,1,3
103217,2004,3,1
103217,2008,1,2
103218,2004,1,1
103219,2004,2,1
103220,2004,2,1
103220,2008,1,2
103221,2004,1,1
103222,2004,3,1
103223,2004,3,1
103223,2008,2,2
103223,2012,2,3
103224,2004,1,1
103224,2012,3,2
103225,2004,3,1
103226,2004,1,1
103226,2008,2,2
103227,2004,1,1
103227,2008,1,2
103228,2004,1,1
103229,2004,1,1
103231,2004,2,1
103232,2004,2,1
103232,2008,6,2
103233,2004,1,1
103233,2008,2,2
103233,2012,1,3
103234,2004,3,1
103235,2004,3,1
103235,2008,2,2
103235,2012,3,3
103235,2016,4,4
103236,2004,4,1
103236,2008,3,2
103236,2012,1,3
103237,2004,2,1
103238,2004,1,1
103239,2004,3,1
103239,2008,3,2
103239,2012,3,3
103239,2016,3,4
103240,2004,2,1
103241,2004,2,1
103242,2004,1,1
103242,2008,2,2
103242,2012,4,3
103242,2016,3,4
103242,2020,1,5
103243,2004,3,1
103243,2008,1,2
103244,2004,2,1
103244,2008,4,2
103245,2004,2,1
103245,2012,2,2
103246,2004,2,1
103246,2008,1,2
103247,2004,1,1
103248,2004,1,1
103248,2008,1,2
103249,2004,2,1
103249,2008,1,2
103250,2004,2,1
103250,2012,1,2
103250,2016,1,3
103251,2004,1,1
103252,2004,3,1
103254,2004,2,1
103254,2008,1,2
103255,2004,2,1
103256,2004,3,1
103256,2008,2,2
103257,2004,4,1
103257,2008,5,2
103258,2004,2,1
103258,2008,3,2
103258,2012,2,3
103259,2004,5,1
103259,2008,3,2
103260,2004,2,1
103261,2004,4,1
103261,2008,2,2
103262,2004,2,1
103262,2008,4,2
103263,2004,2,1
103263,2008,1,2
103264,2004,5,1
103264,2008,2,2
103265,2004,2,1
103265,2008,3,2
103266,2004,2,1
103267,2004,4,1
103267,2008,3,2
103268,2004,1,1
103269,2004,3,1
103270,2004,2,1
103271,2004,5,1
103271,2008,6,2
103271,2012,5,3
103271,2016,5,4
103271,2020,5,5
103272,2004,3,1
103272,2008,1,2
103273,2004,1,1
103273,2008,1,2
103274,2004,2,1
103274,2008,1,2
103275,2004,3,1
103276,2004,2,1
103277,2004,4,1
103277,2008,1,2
103278,2004,3,1
103278,2008,5,2
103278,2012,1,3
103279,2004,3,1
103280,2004,2,1
103280,2012,1,2
103280,2016,1,3
103281,2004,1,1
103282,2004,1,1
103283,2004,1,1
103283,2008,4,2
103283,2012,3,3
103283,2016,2,4
103284,2004,1,1
103285,2004,5,1
103285,2008,3,2
103285,2012,2,3
103286,2004,1,1
103287,2004,3,1
103287,2008,1,2
103288,2004,1,1
103289,2004,1,1
103290,2004,3,1
103290,2008,2,2
103290,2012,2,3
103291,2004,3,1
103292,2004,1,1
103292,2008,3,2
103293,2004,1,1
103294,2004,2,1
103294,2008,2,2
103295,2004,1,1
103296,2004,1,1
103297,2004,3,1
103297,2012,3,2
103298,2004,2,1
103298,2008,1,2
103299,2004,1,1
103299,2008,2,2
103300,2004,4,1
103300,2008,3,2
103300,2012,1,3
103301,2004,5,1
103301,2008,6,2
103301,2012,1,3
103302,2004,1,1
103303,2004,1,1
103304,2004,1,1
103305,2004,1,1
103306,2004,1,1
103306,2008,1,2
103307,2004,1,1
103308,2004,1,1
103309,2004,1,1
103310,2004,2,1
103310,2008,2,2
103310,2012,1,3
103311,2004,2,1
103311,2008,2,2
103312,2004,3,1
103312,2008,4,2
103314,2004,2,1
103315,2004,3,1
103315,2008,3,2
103315,2012,3,3
103316,2004,3,1
103316,2008,3,2
103317,2004,2,1
103317,2008,1,2
103318,2004,2,1
103319,2004,2,1
103320,2004,2,1
103320,2008,3,2
103321,2004,1,1
103322,2004,3,1
103323,2004,3,1
103323,2012,1,2
103324,2004,1,1
103324,2012,1,2
103325,2004,1,1
103325,2008,2,2
103326,2004,1,1
103327,2004,2,1
103329,2004,1,1
103330,2004,1,1
103330,2008,1,2
103331,2004,1,1
103332,2004,1,1
103334,2004,1,1
103335,2004,2,1
103335,2008,2,2
103336,2004,2,1
103336,2008,1,2
103336,2012,3,3
103336,2016,1,4
103336,2020,1,5
103337,2004,1,1
103337,2008,1,2
103338,2004,1,1
103339,2004,2,1
103339,2008,1,2
103340,2004,1,1
103341,2004,1,1
103342,2004,2,1
103343,2004,2,1
103344,2004,2,1
103345,2004,3,1
103347,2004,3,1
103348,2004,2,1
103348,2008,2,2
103349,2004,3,1
103350,2004,2,1
103350,2008,2,2
103351,2004,3,1
103351,2012,1,2
103352,2004,2,1
103353,2004,1,1
103354,2004,3,1
103354,2008,1,2
103355,2004,2,1
103356,2004,2,1
103357,2004,2,1
103357,2008,2,2
103358,2004,1,1
103359,2004,2,1
103360,2004,4,1
103360,2008,2,2
103360,2012,2,3
103361,2004,2,1
103361,2008,2,2
103361,2012,2,3
103361,2016,2,4
103361,2020,2,5
103362,2004,3,1
103363,2004,1,1
103364,2004,2,1
103364,2008,2,2
103365,2004,4,1
103365,2008,3,2
103366,2004,2,1
103366,2008,3,2
103366,2012,2,3
103367,2004,2,1
103367,2008,1,2
103368,2004,2,1
103369,2004,3,1
103369,2008,2,2
103369,2012,2,3
103369,2016,1,4
103370,2004,1,1
103371,2004,1,1
103372,2004,1,1
103373,2004,1,1
103374,2004,3,1
103374,2008,3,2
103375,2004,1,1
103376,2004,1,1
103378,2004,1,1
103379,2004,1,1
103380,2004,1,1
103380,2008,2,2
103380,2012,1,3
103380,2016,2,4
103381,2004,1,1
103381,2008,3,2
103381,2012,2,3
103382,2004,2,1
103383,2004,2,1
103384,2004,1,1
103385,2004,2,1
103385,2008,2,2
103386,2004,1,1
103386,2008,2,2
103387,2004,2,1
103388,2004,2,1
103389,2004,1,1
103391,2004,3,1
103391,2008,1,2
103392,2004,3,1
103392,2008,3,2
103393,2004,5,1
103393,2008,5,2
103393,2012,4,3
103393,2020,2,4
103394,2004,3,1
103394,2008,2,2
103395,2004,2,1
103396,2004,2,1
103396,2008,2,2
103396,2012,1,3
103397,2004,1,1
103397,2008,4,2
103397,2012,4,3
103398,2004,1,1
103399,2004,1,1
103399,2008,1,2
103400,2004,1,1
103400,2008,1,2
103401,2004,2,1
103402,2004,1,1
103403,2004,1,1
103404,2004,1,1
103404,2008,2,2
103405,2004,3,1
103405,2008,2,2
103405,2012,1,3
103406,2004,3,1
103406,2008,3,2
103406,2012,1,3
103406,2016,1,4
103407,2004,2,1
103408,2004,3,1
103408,2008,3,2
103408,2012,2,3
103409,2004,1,1
103409,2012,3,2
103410,2004,2,1
103411,2004,4,1
103411,2008,2,2
103412,2004,2,1
103413,2004,2,1
103413,2008,2,2
103414,2004,3,1
103414,2008,2,2
103415,2004,1,1
103415,2008,1,2
103416,2004,2,1
103417,2004,3,1
103417,2008,1,2
103418,2004,2,1
103418,2008,2,2
103418,2012,2,3
103419,2004,2,1
103419,2008,4,2
103420,2004,2,1
103420,2008,5,2
103420,2012,3,3
103421,2004,1,1
103422,2004,2,1
103423,2004,1,1
103423,2008,2,2
103424,2004,1,1
103424,2008,2,2
103425,2004,1,1
103425,2008,2,2
103426,2004,1,1
103426,2008,1,2
103427,2004,1,1
103428,2004,3,1
103428,2008,2,2
103429,2004,2,1
103430,2004,3,1
103430,2008,1,2
103431,2004,1,1
103431,2008,5,2
103431,2012,2,3
103432,2004,1,1
103433,2004,1,1
103433,2008,4,2
103433,2012,2,3
103434,2004,1,1
103435,2004,2,1
103436,2004,1,1
103436,2008,3,2
103436,2012,2,3
103436,2016,1,4
103437,2004,2,1
103437,2008,4,2
103437,2012,3,3
103438,2004,2,1
103440,2004,1,1
103441,2004,3,1
103441,2008,3,2
103442,2004,3,1
103443,2004,1,1
103444,2004,1,1
103445,2004,3,1
103445,2008,4,2
103445,2012,2,3
103445,2016,1,4
103446,2004,1,1
103447,2004,1,1
103447,2008,1,2
103448,2004,1,1
103449,2004,1,1
103450,2004,1,1
103450,2008,1,2
103451,2004,1,1
103452,2004,1,1
103452,2008,1,2
103453,2004,2,1
103454,2004,2,1
103455,2004,1,1
103456,2004,2,1
103457,2004,1,1
103458,2004,1,1
103458,2008,3,2
103458,2012,3,3
103459,2004,2,1
103459,2008,2,2
103460,2004,1,1
103461,2004,2,1
103461,2008,2,2
103461,2012,2,3
103461,2016,3,4
103461,2020,1,5
103462,2004,3,1
103462,2008,2,2
103462,2012,2,3
103463,2004,3,1
103463,2008,3,2
103463,2012,3,3
103463,2016,1,4
103464,2004,1,1
103464,2008,4,2
103465,2004,1,1
103466,2004,2,1
103466,2008,2,2
103467,2004,2,1
103468,2004,2,1
103469,2004,1,1
103469,2008,2,2
103469,2012,4,3
103469,2016,6,4
103469,2020,4,5
103470,2004,2,1
103470,2012,3,2
103470,2016,3,3
103471,2004,3,1
103472,2004,4,1
103472,2008,3,2
103472,2012,3,3
103473,2004,2,1
103473,2008,2,2
103474,2004,3,1
103474,2008,5,2
103474,2012,2,3
103475,2004,2,1
103476,2004,2,1
103477,2004,4,1
103478,2004,1,1
103479,2004,2,1
103480,2004,1,1
103481,2004,1,1
103481,2012,1,2
103482,2004,1,1
103483,2004,1,1
103484,2004,1,1
103485,2004,1,1
103486,2004,1,1
103487,2004,1,1
103488,2004,1,1
103488,2008,1,2
103489,2004,1,1
103490,2004,1,1
103491,2004,1,1
103492,2004,1,1
103493,2004,2,1
103494,2004,1,1
103495,2004,1,1
103496,2004,2,1
103496,2008,1,2
103497,2004,2,1
103498,2004,2,1
103498,2008,2,2
103499,2004,2,1
103499,2008,2,2
103500,2004,2,1
103500,2008,1,2
103501,2004,3,1
103502,2004,2,1
103503,2004,1,1
103503,2008,2,2
103503,2012,1,3
103504,2004,1,1
103505,2004,1,1
103505,2008,1,2
103507,2004,2,1
103508,2004,1,1
103509,2004,1,1
103510,2004,2,1
103511,2004,1,1
103511,2008,2,2
103512,2004,1,1
103513,2004,1,1
103513,2008,1,2
103514,2004,1,1
103515,2004,1,1
103516,2004,1,1
103516,2008,1,2
103517,2004,1,1
103518,2004,1,1
103519,2004,1,1
103520,2004,1,1
103521,2004,1,1
103522,2004,1,1
103523,2004,1,1
103524,2004,1,1
103524,2008,1,2
103524,2012,1,3
103524,2016,1,4
103524,2020,1,5
103526,2004,1,1
103526,2008,1,2
103526,2016,1,3
103527,2004,1,1
103528,2004,1,1
103529,2004,1,1
103530,2004,1,1
103531,2004,1,1
103533,2004,1,1
103533,2008,1,2
103533,2012,1,3
103534,2004,1,1
103535,2004,1,1
103535,2008,1,2
103536,2004,1,1
103536,2008,1,2
103537,2004,1,1
103537,2012,1,2
103538,2004,1,1
103538,2008,1,2
103539,2004,1,1
103539,2008,1,2
103539,2012,1,3
103539,2016,1,4
103539,2020,1,5
103540,2004,1,1
103541,2004,1,1
103541,2008,1,2
103542,2004,1,1
103543,2004,1,1
103544,2004,1,1
103544,2008,1,2
103545,2004,1,1
103546,2004,1,1
103546,2008,1,2
103547,2004,1,1
103547,2008,1,2
103547,2012,1,3
103547,2016,1,4
103548,2004,1,1
103549,2004,1,1
103549,2012,1,2
103550,2004,1,1
103551,2004,1,1
103551,2012,1,2
103551,2016,1,3
103552,2004,1,1
103552,2008,1,2
103553,2004,1,1
103554,2004,1,1
103555,2004,1,1
103555,2008,1,2
103556,2004,1,1
103556,2008,1,2
103557,2004,1,1
103558,2004,1,1
103559,2004,1,1
103560,2004,1,1
103560,2008,1,2
103561,2004,1,1
103562,2004,1,1
103562,2008,1,2
103563,2004,1,1
103564,2004,1,1
103565,2004,1,1
103566,2004,1,1
103566,2008,1,2
103567,2004,1,1
103567,2008,1,2
103568,2004,1,1
103568,2008,1,2
103569,2004,1,1
103569,2008,1,2
103570,2004,1,1
103571,2004,1,1
103571,2008,1,2
103572,2004,1,1
103573,2004,2,1
103573,2008,2,2
103573,2012,1,3
103574,2004,1,1
103574,2008,4,2
103575,2004,2,1
103575,2008,1,2
103576,2004,2,1
103576,2008,3,2
103577,2004,1,1
103577,2008,2,2
103578,2004,1,1
103578,2008,2,2
103579,2004,1,1
103579,2008,1,2
103580,2004,1,1
103581,2004,1,1
103582,2004,1,1
103582,2008,2,2
103582,2012,3,3
103582,2016,3,4
103583,2004,1,1
103584,2004,1,1
103585,2004,2,1
103585,2008,4,2
103585,2012,6,3
103585,2016,2,4
103586,2004,1,1
103587,2004,1,1
103587,2008,4,2
103587,2012,1,3
103588,2004,1,1
103589,2004,1,1
103590,2004,1,1
103591,2004,1,1
103592,2004,1,1
103593,2004,1,1
103594,2004,1,1
103595,2004,1,1
103596,2004,1,1
103597,2004,1,1
103597,2008,1,2
103598,2004,2,1
103598,2008,2,2
103599,2004,1,1
103599,2008,3,2
103599,2012,1,3
103600,2004,1,1
103601,2004,1,1
103601,2008,2,2
103601,2012,2,3
103602,2004,1,1
103603,2004,1,1
103604,2004,1,1
103604,2008,1,2
103605,2004,1,1
103606,2004,2,1
103607,2004,1,1
103608,2004,1,1
103609,2004,2,1
103609,2008,1,2
103610,2004,1,1
103611,2004,1,1
103611,2008,1,2
103612,2004,1,1
103612,2008,1,2
103613,2004,2,1
103614,2004,1,1
103614,2008,2,2
103615,2004,1,1
103615,2008,1,2
103616,2004,1,1
103616,2008,1,2
103616,2012,1,3
103617,2004,1,1
103617,2008,1,2
103618,2004,1,1
103618,2008,1,2
103618,2016,1,3
103619,2004,1,1
103621,2004,1,1
103622,2004,1,1
103623,2004,1,1
103623,2008,1,2
103624,2004,2,1
103625,2004,1,1
103625,2012,1,2
103626,2004,1,1
103627,2004,1,1
103628,2004,1,1
103629,2004,1,1
103630,2004,1,1
103630,2012,1,2
103631,2004,2,1
103632,2004,2,1
103633,2004,1,1
103634,2004,1,1
103634,2008,1,2
103634,2012,1,3
103634,2016,1,4
103634,2020,1,5
103635,2004,1,1
103635,2012,2,2
103635,2016,1,3
103636,2004,1,1
103636,2008,1,2
103637,2004,1,1
103638,2004,2,1
103639,2004,1,1
103639,2008,1,2
103639,2012,1,3
103640,2004,1,1
103641,2004,1,1
103642,2004,1,1
103642,2008,1,2
103643,2004,1,1
103644,2004,2,1
103645,2004,1,1
103645,2008,2,2
103645,2012,2,3
103646,2004,1,1
103646,2008,2,2
103647,2004,2,1
103648,2004,1,1
103648,2008,2,2
103649,2004,1,1
103650,2004,2,1
103651,2004,1,1
103651,2012,2,2
103652,2004,1,1
103653,2004,2,1
103653,2008,1,2
103654,2004,1,1
103655,2004,1,1
103656,2004,2,1
103656,2008,2,2
103658,2004,2,1
103659,2004,1,1
103659,2012,1,2
103660,2004,2,1
103661,2004,1,1
103662,2004,2,1
103662,2008,2,2
103662,2012,2,3
103662,2016,2,4
103663,2004,1,1
103663,2012,1,2
103664,2004,1,1
103665,2004,1,1
103666,2004,1,1
103667,2004,1,1
103669,2004,1,1
103669,2008,1,2
103670,2004,1,1
103671,2004,2,1
103672,2004,1,1
103672,2008,2,2
103672,2012,2,3
103673,2004,2,1
103674,2004,1,1
103675,2004,1,1
103676,2004,1,1
103677,2004,1,1
103677,2008,1,2
103678,2004,1,1
103678,2012,1,2
103679,2004,1,1
103680,2004,1,1
103681,2004,2,1
103682,2004,1,1
103683,2004,1,1
103683,2008,1,2
103684,2004,1,1
103684,2008,1,2
103684,2012,1,3
103684,2016,1,4
103685,2004,2,1
103686,2004,1,1
103687,2004,1,1
103688,2004,1,1
103688,2008,1,2
103689,2004,2,1
103690,2004,1,1
103691,2004,1,1
103692,2004,1,1
103692,2008,1,2
103693,2004,2,1
103693,2008,2,2
103694,2004,2,1
103694,2008,2,2
103694,2012,1,3
103695,2004,1,1
103695,2008,2,2
103695,2012,2,3
103695,2016,2,4
103696,2004,1,1
103697,2004,1,1
103697,2008,1,2
103697,2012,2,3
103698,2004,2,1
103698,2008,1,2
103699,2004,2,1
103699,2008,2,2
103700,2004,2,1
103701,2004,1,1
103701,2008,1,2
103701,2012,1,3
103702,2004,1,1
103703,2004,1,1
103704,2004,1,1
103705,2004,1,1
103705,2008,2,2
103706,2004,2,1
103706,2008,1,2
103706,2012,2,3
103706,2016,2,4
103706,2020,1,5
103707,2004,2,1
103707,2008,2,2
103707,2012,2,3
103707,2016,2,4
103708,2004,1,1
103709,2004,1,1
103710,2004,2,1
103711,2004,1,1
103712,2004,2,1
103712,2008,2,2
103712,2012,1,3
103713,2004,2,1
103714,2004,1,1
103714,2012,1,2
103714,2016,1,3
103715,2004,2,1
103716,2004,1,1
103717,2004,1,1
103718,2004,1,1
103719,2004,1,1
103720,2004,1,1
103721,2004,1,1
103721,2008,1,2
103722,2004,1,1
103723,2004,1,1
103724,2004,1,1
103725,2004,1,1
103726,2004,1,1
103727,2004,1,1
103728,2004,1,1
103729,2004,1,1
103730,2004,1,1
103732,2004,1,1
103733,2004,1,1
103735,2004,2,1
103735,2008,2,2
103736,2004,1,1
103737,2004,1,1
103738,2004,1,1
103739,2004,1,1
103739,2008,2,2
103740,2004,1,1
103741,2004,1,1
103741,2008,1,2
103741,2012,1,3
103743,2004,1,1
103744,2004,1,1
103745,2004,1,1
103746,2004,1,1
103747,2004,1,1
103747,2008,5,2
103747,2012,3,3
103747,2016,1,4
103748,2004,1,1
103748,2008,1,2
103749,2004,1,1
103750,2004,1,1
103750,2008,2,2
103751,2004,1,1
103752,2004,1,1
103752,2008,1,2
103752,2012,1,3
103753,2004,1,1
103754,2004,1,1
103755,2004,1,1
103756,2004,1,1
103756,2008,1,2
103757,2004,1,1
103758,2004,1,1
103759,2004,2,1
103759,2008,2,2
103760,2004,1,1
103761,2004,1,1
103762,2004,1,1
103763,2004,1,1
103763,2008,1,2
103764,2004,2,1
103764,2008,1,2
103764,2012,1,3
103764,2016,1,4
103765,2004,2,1
103766,2004,1,1
103767,2004,1,1
103768,2004,1,1
103768,2008,1,2
103769,2004,2,1
103770,2004,1,1
103771,2004,2,1
103771,2008,2,2
103771,2012,2,3
103772,2004,1,1
103772,2008,2,2
103772,2012,2,3
103773,2004,1,1
103773,2008,2,2
103773,2012,3,3
103774,2004,2,1
103774,2008,2,2
103775,2004,3,1
103775,2008,3,2
103775,2012,5,3
103775,2016,4,4
103775,2020,1,5
103776,2004,1,1
103776,2008,3,2
103776,2012,3,3
103777,2004,1,1
103777,2008,2,2
103778,2004,1,1
103779,2004,2,1
103779,2008,3,2
103780,2004,1,1
103781,2004,1,1
103781,2008,3,2
103781,2012,1,3
103781,2016,2,4
103782,2004,1,1
103783,2004,1,1
103784,2004,1,1
103785,2004,1,1
103786,2004,1,1
103787,2004,1,1
103788,2004,1,1
103789,2004,1,1
103791,2004,1,1
103792,2004,1,1
103793,2004,1,1
103794,2004,1,1
103795,2004,1,1
103795,2008,1,2
103796,2004,1,1
103796,2008,1,2
103797,2004,1,1
103798,2004,1,1
103798,2008,1,2
103798,2012,1,3
103799,2004,1,1
103800,2004,1,1
103801,2004,1,1
103802,2004,1,1
103803,2004,1,1
